Time_Step,Velocity,Reference,State_x,Output_y,Input_u
0,2.0,0.0,0.0,0.0,0.533221255190042
1,2.463525491562421,0.07492970727274235,0.04722018544433646,0.04722018544433646,0.7289463168751104
2,2.8816778784387096,0.14943813247359924,0.13521946045914116,0.13521946045914116,0.6158619971101054
3,3.213525491562421,0.22310636213174548,0.21679173502466942,0.21679173502466942,0.5754403239997214
4,3.4265847744427305,0.2955202066613396,0.3001725561048494,0.3001725561048494,0.5836454508918245
5,3.5,0.36627252908604757,0.390688012089183,0.390688012089183,0.31754886748048583
6,3.4265847744427305,0.4349655341112303,0.436701993299106,0.436701993299106,0.46022202937194157
7,3.213525491562421,0.5012130046737978,0.5046477880709743,0.5046477880709743,0.42442562475618323
8,2.88167787843871,0.5646424733950355,0.5627343574243986,0.5627343574243986,0.4379508344779501
9,2.463525491562421,0.6248973167276999,0.6167115966323159,0.6167115966323159,0.4638208493279473
10,2.0,0.6816387600233341,0.666003447410438,0.666003447410438,0.4867910199372892
11,1.5364745084375797,0.7345477822465786,0.7083453059294926,0.7083453059294926,0.535122709260956
12,1.1183221215612904,0.7833269096274835,0.7447793644739146,0.7447793644739146,0.5936721910535643
13,0.786474508437579,0.8277018881672576,0.774969017246253,0.774969017246253,0.6642200295777531
14,0.5734152255572698,0.867423225594017,0.7995979097298447,0.7995979097298447,0.7404269520724355
15,0.5,0.9022675940990952,0.8205590517970021,0.8205590517970021,0.7853981633974483
16,0.5734152255572695,0.9320390859672264,0.8405590517970021,0.8405590517970021,0.7853981633974483
17,0.7864745084375786,0.956570315040986,0.8634956608192929,0.8634956608192929,0.7853981633974473
18,1.11832212156129,0.9757233578266591,0.8949546411567959,0.8949546411567959,0.7008993040170398
19,1.5364745084375784,0.9893905289502953,0.9327014509841476,0.9327014509841476,0.49276361963313586
20,1.9999999999999996,0.9974949866040544,0.9657014370855301,0.9657014370855301,0.27553044002707316
21,2.4635254915624207,0.9999911645788031,0.9883191465580176,0.9883191465580176,0.08944113729349182
22,2.8816778784387083,0.9968650284539189,0.9971563450329214,0.9971563450329214,-0.041879309440428364
23,3.2135254915624207,0.9881341545039076,0.9923262137015001,0.9923262137015001,-0.11658916270515948
24,3.4265847744427305,0.9738476308781951,0.977271448645231,0.977271448645231,-0.15600970581752963
25,3.5,0.9540857816096938,0.9557130413200808,0.9557130413200808,-0.1846598889493432
26,3.4265847744427305,0.9289597150038692,0.9295627435700351,0.9295627435700351,-0.2153944360452232
27,3.2135254915624216,0.898610698947429,0.8995748506003131,0.8995748506003131,-0.25360768198964917
28,2.88167787843871,0.8632093666488737,0.8662585116574474,0.8662585116574474,-0.3025376680626442
29,2.4635254915624216,0.8229547572765259,0.8302814624704535,0.8302814624704535,-0.36568005386928043
30,2.0000000000000004,0.7780731968879212,0.792549946933404,0.792549946933404,-0.447801155304723
31,1.5364745084375793,0.7288170259423801,0.7541222660724024,0.7541222660724024,-0.5545910088928995
32,1.1183221215612908,0.6754631805511506,0.716052124614882,0.716052124614882,-0.6915965336597132
33,0.7864745084375793,0.6183116354418493,0.6790122353811237,0.6790122353811237,-0.7853981633974483
34,0.57341522555727,0.5576837173914166,0.6475532550436205,0.6475532550436205,-0.7853981633974483
35,0.5,0.4939202986100892,0.6246166460213297,0.6246166460213297,-0.7853981633974483
36,0.5734152255572693,0.4273798802338298,0.6046166460213297,0.6046166460213297,-0.7853981633974467
37,0.7864745084375784,0.35843657670052975,0.581680036999039,0.581680036999039,-0.7853981633974456
38,1.1183221215612897,0.2874780123425444,0.5502210566615361,0.5502210566615361,-0.7853981633974483
39,1.5364745084375782,0.21490314202168667,0.5054881717990845,0.5054881717990845,-0.7853981633974483
40,1.9999999999999993,0.1411200080598672,0.4440291914615813,0.4440291914615813,-0.7853981633974483
41,2.463525491562418,0.06654344607672126,0.36402919146158136,0.36402919146158136,-0.7853981633974476
42,2.881677878438709,-0.008407247367149063,0.2654881717990848,0.2654881717990848,-0.7853981633974474
43,3.2135254915624207,-0.08331067220796906,0.15022105666153662,0.15022105666153662,-0.7853981633974477
44,3.4265847744427296,-0.15774569414324865,0.021680036999039948,0.021680036999039948,-0.7853981633974476
45,3.5,-0.23129381240202182,-0.11538335397866906,-0.11538335397866906,-0.7853981633974483
46,3.4265847744427305,-0.30354151270842933,-0.255383353978669,-0.255383353978669,-0.7853981633974476
47,3.21352549156242,-0.37408259220939866,-0.39244674495637805,-0.39244674495637805,-0.35051310288459403
48,2.8816778784387105,-0.44252044329485285,-0.4394426368600123,-0.4394426368600123,-0.4760186343756145
49,2.4635254915624243,-0.5084702834699698,-0.49886984609416934,-0.49886984609416934,0.7853981633974483
